state_fips,county_fips,tract_fips,ckd_pct,ckd_lci,ckd_uci,total_pop
32,32003,32003005612,4.3,4.0,4.7,1488
29,29039,29039870200,4.2,3.8,4.6,5002
34,34003,34003005000,2.5,2.3,2.7,6127
34,34009,34009022102,3.7,3.5,3.9,6248
29,29025,29025950100,3.4,3.3,3.6,2939
36,36001,36001014611,2.4,2.2,2.5,1818
34,34035,34035050801,2.3,2.2,2.6,3841
36,36047,36047040000,2.8,2.6,3.0,3069
28,28047,28047003102,3.0,2.9,3.2,6395
34,34025,34025808401,2.6,2.4,2.8,2181
31,31081,31081969300,2.8,2.5,3.0,4708
27,27113,27113090200,2.6,2.4,2.8,2598
36,36019,36019100200,2.7,2.5,2.8,4284
31,31151,31151960800,3.4,3.3,3.6,1496
32,32031,32031001702,2.7,2.6,2.8,4883
36,36007,36007013800,3.2,3.0,3.5,3475
33,33011,33011014100,2.5,2.3,2.7,5631
34,34013,34013004802,5.8,5.4,6.1,3207
34,34039,34039032300,2.5,2.4,2.7,2265
36,36005,36005017300,4.9,4.6,5.1,5987
31,31055,31055006805,3.0,2.8,3.4,3239
28,28129,28129950200,3.3,3.2,3.5,6086
28,28073,28073020100,2.5,2.4,2.7,7635
35,35001,35001000502,2.9,2.7,3.1,4754
34,34021,34021002800,2.7,2.6,2.7,6588
31,31153,31153010401,2.9,2.7,3.1,2692
29,29069,29069360600,3.9,3.6,4.2,4698
34,34017,34017001202,3.0,2.8,3.2,1357
29,29015,29015460700,3.9,3.6,4.3,2821
34,34027,34027042600,2.1,2.0,2.3,8383
32,32003,32003005104,2.6,2.4,2.8,3182
28,28113,28113950101,3.5,3.4,3.7,4977
36,36047,36047003100,2.7,2.6,3.0,2472
34,34023,34023006606,1.9,1.8,2.1,3001
27,27097,27097780800,2.7,2.6,2.8,4306
29,29095,29095001800,3.5,3.4,3.6,2966
29,29161,29161890200,3.3,3.0,3.6,5089
36,36005,36005038302,4.6,4.4,4.8,6106
27,27073,27073180200,3.4,3.2,3.5,1899
27,27123,27123042900,1.8,1.7,1.9,3771
36,36005,36005004400,5.5,5.2,5.9,4797
32,32003,32003003245,2.4,2.2,2.5,5159
27,27137,27137002900,3.2,3.0,3.5,1636
34,34007,34007603700,2.4,2.3,2.5,3541
36,36029,36029002702,5.1,4.9,5.4,2425
29,29089,29089960200,3.2,3.1,3.4,3476
34,34013,34013007300,2.7,2.6,2.9,5276
31,31055,31055002700,2.9,2.8,3.1,2521
34,34003,34003012001,2.5,2.4,2.7,5504
29,29510,29510120200,4.8,4.4,5.2,1271
28,28013,28013950200,3.9,3.7,4.2,1724
27,27053,27053126100,1.9,1.8,2.0,4938
33,33011,33011002500,2.8,2.6,3.0,5205
32,32003,32003005806,2.7,2.5,2.8,4039
31,31055,31055001200,4.4,4.1,4.7,2903
29,29019,29019001202,2.1,2.0,2.3,5223
29,29001,29001951000,1.6,1.4,1.9,2587
34,34003,34003034000,2.4,2.2,2.6,7128
29,29091,29091090100,3.8,3.5,4.1,5377
36,36001,36001014608,2.0,1.9,2.1,4358
34,34023,34023003001,2.4,2.3,2.6,4292
34,34001,34001000300,2.8,2.7,3.0,4373
27,27061,27061481000,3.1,3.0,3.2,6053
36,36005,36005026601,3.3,3.1,3.6,2911
36,36005,36005012101,3.1,2.9,3.3,3090
28,28033,28033070325,2.7,2.6,2.9,2917
28,28121,28121020301,2.8,2.6,3.0,3073
34,34013,34013009100,2.8,2.6,3.0,3331
34,34023,34023001412,2.3,2.2,2.5,3284
27,27163,27163071101,2.4,2.2,2.6,3526
36,36011,36011040300,2.8,2.6,3.0,4197
27,27157,27157490500,2.3,2.2,2.4,3446
34,34003,34003030200,2.8,2.6,3.0,7252
29,29095,29095014101,2.6,2.4,2.7,6783
29,29095,29095005200,4.1,3.9,4.5,1192
36,36047,36047039500,3.3,3.0,3.5,3380
32,32003,32003005830,1.9,1.8,1.9,3206
33,33011,33011001900,2.2,2.1,2.3,3390
34,34023,34023007806,2.4,2.3,2.6,3949
27,27123,27123036000,2.3,2.1,2.5,2350
34,34013,34013018400,3.8,3.5,4.1,2043
29,29215,29215480400,3.9,3.7,4.2,6369
29,29225,29225470102,3.1,2.9,3.2,5616
34,34013,34013000900,3.3,3.1,3.5,4011
29,29095,29095014804,2.3,2.2,2.5,2665
31,31155,31155968500,2.8,2.6,3.1,2973
35,35041,35041000100,3.5,3.3,3.7,4754
27,27119,27119020100,2.8,2.6,3.0,4735
34,34027,34027043401,2.5,2.3,2.6,7126
28,28029,28029950500,3.1,3.0,3.3,6087
29,29095,29095004600,2.2,2.1,2.4,2501
28,28059,28059041000,2.8,2.6,3.0,5522
34,34025,34025806201,1.8,1.7,2.0,4011
29,29139,29139970300,3.8,3.6,4.0,3268
34,34017,34017018702,1.4,1.4,1.5,4273
29,29095,29095014702,2.8,2.6,3.0,5042
29,29095,29095013612,1.9,1.8,2.1,6101
34,34017,34017013200,2.7,2.6,2.9,4201
31,31109,31109001500,2.3,2.1,2.5,4612
27,27087,27087940100,4.3,4.1,4.6,2946
28,28001,28001000600,4.7,4.3,5.1,2211
36,36007,36007013000,2.9,2.7,3.1,4391
29,29113,29113810304,2.4,2.3,2.4,10149
32,32003,32003002935,3.6,3.4,3.9,1529
36,36005,36005046201,4.0,3.8,4.3,26588
31,31093,31093970500,2.9,2.8,3.0,1694
36,36029,36029006702,3.0,2.9,3.2,3224
28,28047,28047001502,2.6,2.5,2.7,4573
34,34031,34031246300,2.4,2.2,2.6,4869
29,29183,29183312094,1.8,1.7,1.9,4372
34,34015,34015501201,2.0,1.9,2.1,6254
36,36019,36019101400,2.7,2.5,3.0,1919
36,36029,36029010001,2.9,2.6,3.1,2883
28,28115,28115950200,2.9,2.8,3.1,4637
32,32003,32003007600,2.7,2.6,2.9,4247
34,34039,34039035100,2.7,2.6,2.9,3825
28,28057,28057950300,3.0,2.8,3.3,3365
31,31055,31055007469,1.7,1.6,1.8,3242
33,33011,33011001100,2.6,2.4,2.8,5313
34,34019,34019010500,2.5,2.3,2.7,5291
29,29095,29095007100,1.8,1.6,1.9,2847
31,31055,31055007449,2.7,2.4,2.9,3180
29,29077,29077001400,3.4,3.0,3.8,4421
36,36027,36027060400,2.7,2.4,2.9,2171
28,28047,28047002700,3.0,2.8,3.2,6017
32,32003,32003002827,2.7,2.6,2.9,2847
36,36005,36005035100,2.0,1.9,2.1,3186
27,27123,27123031100,2.6,2.5,2.8,3750
36,36027,36027160004,3.1,2.8,3.4,2530
27,27053,27053125600,1.7,1.6,1.8,2898
36,36047,36047008000,2.5,2.3,2.7,4169
31,31157,31157953300,3.8,3.5,4.2,3334
29,29217,29217950500,2.7,2.6,2.9,3184
30,30111,30111000402,2.3,2.1,2.5,3323
28,28151,28151000200,4.3,4.1,4.6,1978
29,29031,29031880200,2.8,2.6,3.0,3822
27,27129,27129790300,3.0,2.9,3.1,1921
27,27053,27053026510,2.3,2.1,2.5,3515
33,33005,33005970800,2.6,2.4,2.7,4208
36,36031,36031960598,2.7,2.5,2.9,6387
28,28095,28095950300,3.5,3.2,3.8,3453
34,34007,34007603303,3.6,3.2,4.1,2703
36,36047,36047000100,2.5,2.4,2.7,4338
34,34013,34013002202,2.9,2.7,3.1,3135
31,31109,31109003707,2.5,2.3,2.7,7660
27,27145,27145000601,2.7,2.5,2.8,3510
34,34003,34003023401,2.5,2.3,2.6,3649
31,31055,31055006701,2.6,2.3,2.8,3698
36,36005,36005023600,3.3,3.1,3.5,1907
29,29187,29187950902,3.1,2.9,3.4,7134
36,36029,36029014702,2.8,2.6,3.1,8064
31,31001,31001966200,2.6,2.5,2.7,2340
27,27151,27151960400,4.0,3.7,4.4,2241
32,32003,32003001611,3.1,2.9,3.2,4769
32,32003,32003005010,3.5,3.3,3.7,4962
35,35005,35005000300,3.4,3.2,3.7,6529
34,34005,34005704006,2.2,2.1,2.3,2228
36,36025,36025970200,3.1,2.9,3.2,3204
34,34003,34003020100,2.3,2.2,2.6,4078
36,36027,36027220700,3.2,3.0,3.4,2517
34,34023,34023002605,2.3,2.2,2.5,2819
34,34039,34039037601,2.5,2.3,2.7,4506
32,32003,32003002506,2.8,2.7,3.0,3349
29,29169,29169470500,3.1,2.9,3.3,5754
27,27053,27053025702,2.9,2.7,3.2,4886
27,27053,27053021503,2.7,2.5,2.9,4971
34,34035,34035050802,2.5,2.3,2.8,4406
27,27171,27171100300,2.3,2.2,2.4,5376
36,36005,36005014702,4.1,3.8,4.3,5110
28,28059,28059040500,3.6,3.3,4.0,3619
36,36009,36009961100,3.2,3.0,3.5,4122
36,36029,36029007700,2.7,2.5,2.9,4712
34,34035,34035052204,2.1,2.0,2.3,4965
36,36029,36029010500,2.8,2.7,3.0,2332
34,34025,34025800602,2.2,2.1,2.3,3540
31,31095,31095963800,3.7,3.4,4.1,1318
36,36005,36005003900,4.0,3.7,4.2,6475
31,31185,31185969900,3.2,3.0,3.4,2436
34,34003,34003032104,1.2,1.1,1.3,4879
33,33013,33013003200,2.2,2.1,2.4,7115
34,34007,34007601500,4.2,4.0,4.5,6058
34,34023,34023001805,2.0,1.9,2.1,4986
32,32003,32003002957,3.7,3.4,4.1,1908
28,28049,28049010600,3.8,3.6,4.0,4906
34,34037,34037373700,3.8,3.4,4.4,3976
36,36029,36029014601,2.6,2.5,2.8,4915
29,29095,29095008800,4.5,4.1,4.8,3602
36,36005,36005032600,3.2,3.0,3.5,3154
28,28049,28049010101,2.5,2.3,2.7,6121
34,34017,34017012800,2.7,2.5,2.9,4118
35,35047,35047957700,4.0,3.8,4.2,2457
29,29037,29037060302,2.6,2.4,2.8,7642
36,36039,36039080501,3.1,3.0,3.2,2681
34,34031,34031246001,2.2,2.0,2.4,6635
34,34005,34005700103,2.5,2.3,2.7,2839
36,36041,36041950100,3.3,3.1,3.5,1044
36,36047,36047022800,3.0,2.8,3.1,3306
27,27071,27071790300,3.4,3.2,3.5,3208
29,29510,29510110400,4.6,4.2,5.0,2539
31,31019,31019969500,3.1,2.9,3.3,2349
34,34013,34013015300,1.9,1.8,2.0,2744
31,31073,31073967600,3.0,2.8,3.2,2044
28,28101,28101050300,3.3,3.2,3.4,6309
27,27123,27123034400,2.4,2.3,2.6,2117
29,29095,29095013307,3.1,2.9,3.3,2704
36,36047,36047002100,1.2,1.1,1.2,3604
34,34035,34035053602,2.0,1.9,2.2,6097
31,31109,31109003104,2.4,2.3,2.6,5062
27,27097,27097780300,2.5,2.3,2.6,6128
27,27123,27123030201,2.3,2.1,2.6,5168
27,27165,27165950300,3.2,3.1,3.3,2977
29,29115,29115490500,3.1,2.9,3.4,2711
35,35043,35043010503,3.4,3.2,3.7,3425
31,31153,31153010624,1.5,1.4,1.6,5248
34,34027,34027044300,2.2,2.0,2.4,6438
31,31109,31109003102,1.4,1.3,1.6,5900
34,34017,34017017400,3.3,3.1,3.6,2663
36,36005,36005038900,2.9,2.8,3.1,5325
31,31055,31055007311,2.0,1.9,2.1,3509
28,28035,28035000200,3.2,2.9,3.5,2544
34,34025,34025811401,1.7,1.6,1.9,5864
28,28089,28089030106,2.3,2.1,2.5,5070
35,35045,35045000706,3.4,3.3,3.5,3252
29,29047,29047020902,2.4,2.2,2.5,2369
36,36037,36037950500,3.3,3.0,3.6,3027
36,36005,36005036700,3.2,3.0,3.5,2599
34,34025,34025810402,2.1,1.9,2.2,7823
34,34015,34015500701,2.4,2.2,2.6,7988
34,34001,34001010105,2.7,2.6,3.0,2760
36,36023,36023970900,2.8,2.6,3.0,4910
34,34033,34033020300,4.4,4.1,4.6,2971
36,36029,36029011600,2.8,2.6,3.1,1952
35,35013,35013000700,3.3,3.1,3.5,6112
31,31119,31119960801,2.9,2.6,3.2,4787
27,27137,27137000900,2.2,2.1,2.3,3737
29,29077,29077005700,2.8,2.6,3.0,3488
29,29189,29189214602,3.2,3.0,3.4,4141
28,28007,28007060200,3.4,3.3,3.6,2619
34,34013,34013013600,2.0,1.9,2.1,5842
29,29077,29077001800,3.5,3.3,3.8,3407
31,31027,31027977100,3.0,2.8,3.2,4656
34,34003,34003017500,2.3,2.1,2.5,7965
34,34003,34003046100,2.2,2.0,2.3,4036
35,35061,35061970102,3.0,2.9,3.2,6630
28,28155,28155950100,3.0,2.9,3.1,4543
36,36047,36047004400,2.6,2.4,2.8,2359
29,29123,29123960300,3.1,2.8,3.3,3436
30,30031,30031000502,2.4,2.2,2.5,4908
29,29077,29077000400,3.4,3.1,3.9,4362
34,34023,34023003203,2.6,2.4,2.8,3352
30,30111,30111000704,2.3,2.1,2.5,3744
28,28045,28045030601,3.4,3.3,3.6,7143
29,29019,29019002100,3.4,3.2,3.5,3120
28,28161,28161950100,3.8,3.7,4.0,3589
28,28041,28041950200,3.2,3.0,3.3,6308
36,36047,36047020800,2.7,2.5,2.9,3048
29,29510,29510115200,3.4,3.3,3.6,3149
29,29189,29189221100,2.6,2.4,2.8,1833
29,29201,29201781100,2.9,2.7,3.2,3251
27,27053,27053026402,2.3,2.1,2.5,5937
34,34037,34037374300,2.1,2.0,2.2,3545
29,29095,29095017600,2.8,2.6,2.9,4926
35,35001,35001000108,2.6,2.5,2.8,2683
27,27111,27111960400,3.2,3.0,3.3,2220
27,27139,27139080905,1.9,1.7,2.0,4980
34,34005,34005703102,2.3,2.2,2.5,2673
33,33003,33003955800,3.1,2.9,3.3,2954
29,29189,29189211332,2.7,2.5,2.9,6483
35,35025,35025000701,2.8,2.6,3.0,1489
34,34005,34005702208,2.6,2.4,2.7,7064
28,28087,28087000800,4.8,4.4,5.2,3516
29,29007,29007950100,3.3,3.1,3.6,4180
34,34025,34025811200,2.3,2.1,2.4,5513
27,27153,27153790500,3.0,2.9,3.2,2653
29,29041,29041470100,3.4,3.3,3.6,2372
35,35001,35001001700,2.0,1.9,2.2,4932
36,36013,36013035500,3.5,3.3,3.8,2924
34,34013,34013020000,2.1,1.9,2.2,5960
34,34023,34023007103,1.8,1.8,1.9,4559
35,35035,35035000200,3.3,3.2,3.6,1885
32,32021,32021970700,3.6,3.4,3.9,3435
29,29183,29183310602,2.8,2.5,3.0,5787
34,34001,34001013302,2.9,2.6,3.1,2727
34,34007,34007611200,2.6,2.4,2.8,4403
35,35001,35001004727,2.7,2.5,2.8,1888
34,34001,34001011300,3.1,2.9,3.2,4603
29,29009,29009960401,3.9,3.7,4.1,4190
27,27049,27049080300,3.0,2.8,3.2,3998
27,27109,27109000200,2.6,2.5,2.8,4916
31,31141,31141965400,2.7,2.5,2.9,4806
36,36017,36017970200,3.3,3.2,3.4,4622
36,36009,36009960400,3.4,3.2,3.6,4402
36,36047,36047006300,1.7,1.5,1.8,1892
34,34007,34007604100,2.8,2.7,2.9,2978
34,34033,34033021500,2.9,2.7,3.1,1807
29,29189,29189217932,2.4,2.2,2.7,4890
34,34035,34035051700,2.2,2.1,2.4,5152
32,32003,32003003618,1.8,1.8,1.9,7510
34,34013,34013014200,2.3,2.1,2.5,3793
29,29189,29189214700,3.5,3.4,3.7,6881
36,36029,36029006601,2.0,1.9,2.1,2441
34,34027,34027041604,2.4,2.2,2.5,4729
34,34023,34023008503,1.6,1.6,1.7,8375
34,34021,34021004403,2.3,2.1,2.5,5494
28,28049,28049001100,7.5,6.9,8.1,1827
36,36029,36029009600,3.6,3.2,4.1,6245
36,36005,36005016700,3.5,3.3,3.7,2047
32,32003,32003002939,2.8,2.6,3.0,1771
29,29095,29095015800,1.3,1.2,1.4,1485
28,28049,28049011103,2.1,2.0,2.2,5852
34,34029,34029715200,2.0,1.9,2.2,12765
36,36029,36029013702,2.7,2.5,2.9,5670
29,29195,29195090300,3.5,3.2,3.8,3073
35,35001,35001000123,2.9,2.8,3.1,5064
27,27173,27173970300,3.2,3.0,3.4,2517
32,32007,32007951202,2.7,2.6,2.8,3622
36,36033,36033950200,3.5,3.4,3.6,4852
34,34031,34031175401,3.5,3.3,3.8,5572
29,29149,29149480100,4.3,4.0,4.7,3749
35,35015,35015000100,3.1,2.9,3.4,1630
34,34013,34013016200,2.1,1.9,2.2,3462
34,34029,34029713100,2.0,1.9,2.2,6817
30,30093,30093000100,3.8,3.5,4.1,4919
34,34023,34023006204,1.7,1.6,1.8,1728
27,27163,27163070910,2.7,2.5,3.0,4856
36,36047,36047012700,3.4,3.2,3.7,3507
35,35049,35049010700,2.8,2.6,3.0,5371
27,27171,27171100703,2.4,2.3,2.5,8470
29,29183,29183311154,2.2,2.0,2.4,4970
34,34013,34013010300,3.2,3.0,3.4,3937
36,36001,36001013707,3.0,2.8,3.2,6061
34,34017,34017004200,3.1,2.9,3.3,4632
29,29045,29045950100,3.4,3.3,3.5,2030
28,28033,28033070822,2.0,1.9,2.2,5014
30,30019,30019020300,3.5,3.2,3.7,1751
33,33011,33011019000,2.3,2.1,2.5,3677
32,32003,32003002000,4.0,3.7,4.2,3942
32,32031,32031001104,2.8,2.6,3.0,4237
36,36029,36029012003,2.7,2.5,3.0,4844
29,29021,29021000400,3.2,3.0,3.4,1785
32,32003,32003005842,2.2,2.0,2.3,1792
27,27123,27123032400,2.7,2.6,2.9,2817
27,27145,27145010101,1.7,1.6,1.8,7024
27,27053,27053103900,1.4,1.2,1.6,2232
32,32510,32510000200,3.7,3.4,4.0,3526
36,36023,36023970400,2.8,2.6,2.9,2972
29,29183,29183311001,2.6,2.4,2.9,4049
28,28081,28081950401,3.2,3.0,3.4,3988
27,27035,27035950501,3.0,2.8,3.3,2675
36,36035,36035971000,3.9,3.5,4.3,2570
28,28099,28099010600,4.0,3.8,4.2,5213
36,36005,36005042902,3.2,3.0,3.4,3845
29,29183,29183311004,2.1,2.0,2.3,5144
36,36021,36021000300,2.8,2.7,3.0,4128
32,32031,32031000101,3.1,3.0,3.3,3236
28,28061,28061950300,3.6,3.4,3.7,5131
33,33007,33007950400,3.4,3.2,3.6,3594
34,34025,34025802500,2.1,2.0,2.2,3194
33,33015,33015003601,2.2,2.0,2.4,6817
36,36047,36047014100,1.6,1.5,1.7,3017
36,36017,36017970801,3.1,2.9,3.3,3921
27,27169,27169670500,2.1,1.9,2.3,5646
27,27053,27053009500,2.1,2.0,2.3,3083
29,29121,29121960200,3.4,3.3,3.6,2719
29,29510,29510110100,5.2,4.7,5.7,2984
34,34007,34007611700,2.3,2.2,2.5,2992
36,36017,36017970602,3.7,3.5,3.9,3948
32,32003,32003003426,3.4,3.2,3.6,3140
36,36005,36005015100,3.4,3.2,3.6,5409
28,28121,28121980000,2.9,2.7,3.2,84
36,36047,36047030200,2.8,2.6,3.0,4214
31,31079,31079000300,2.4,2.3,2.6,6385
34,34007,34007606300,2.3,2.1,2.5,2237
36,36037,36037951000,3.9,3.6,4.2,2397
28,28089,28089030105,2.1,2.0,2.3,3702
27,27149,27149480100,3.1,3.0,3.2,2426
31,31053,31053963600,3.3,3.1,3.4,5026
34,34013,34013010900,3.5,3.2,3.8,2826
31,31181,31181965100,4.2,3.9,4.5,1838
27,27053,27053101600,2.8,2.7,3.0,2437
34,34015,34015501402,3.4,3.2,3.6,3564
29,29023,29023950100,3.3,3.1,3.4,5397
30,30093,30093000600,3.5,3.3,3.8,4775
29,29183,29183311721,2.1,2.0,2.3,3818
29,29165,29165030208,2.6,2.4,2.8,2470
27,27037,27037060726,2.4,2.2,2.6,2546
28,28003,28003950700,3.3,3.1,3.4,4275
36,36005,36005012300,3.2,3.0,3.5,4152
29,29183,29183311602,2.4,2.3,2.6,5259
33,33019,33019975100,2.6,2.5,2.8,4004
28,28145,28145950200,3.5,3.3,3.7,5080
32,32003,32003003418,2.4,2.3,2.5,4121
36,36029,36029003302,6.5,6.0,7.1,3119
27,27053,27053026820,1.7,1.6,1.8,12114
34,34021,34021001900,4.5,4.3,4.8,1651
29,29189,29189215232,3.1,2.9,3.5,7936
29,29133,29133950400,4.3,3.9,4.7,4030
31,31055,31055007433,2.3,2.2,2.5,4240
27,27053,27053000603,2.0,1.8,2.2,2749
35,35001,35001000109,3.0,2.7,3.2,2577
36,36047,36047016300,1.9,1.8,2.1,2991
36,36005,36005024600,2.9,2.7,3.1,2058
34,34017,34017015900,3.3,3.0,3.6,5607
36,36003,36003950300,2.8,2.6,2.9,4927
32,32003,32003002844,1.8,1.7,1.9,5530
29,29510,29510114200,2.1,2.0,2.3,4721
34,34007,34007607402,2.6,2.5,2.8,2204
34,34017,34017005801,4.2,3.9,4.5,4833
31,31109,31109000202,1.9,1.8,2.1,4351
34,34027,34027040702,2.1,2.0,2.3,4244
33,33013,33013044300,2.2,2.0,2.4,4229
34,34023,34023004300,2.9,2.7,3.1,3732
29,29510,29510104200,2.0,1.8,2.1,3401
33,33015,33015069300,1.9,1.7,2.0,2065
36,36027,36027210101,2.9,2.7,3.2,5328
35,35001,35001000126,2.7,2.6,2.9,2866
36,36035,36035970400,3.1,2.9,3.3,1738
34,34003,34003023402,2.5,2.4,2.7,5562
27,27099,27099001300,3.1,3.0,3.3,4577
34,34041,34041030900,3.0,2.8,3.3,2982
34,34031,34031181200,3.2,3.0,3.4,4177
34,34017,34017011500,2.6,2.4,2.8,3173
31,31055,31055007452,1.8,1.6,1.9,5277
36,36047,36047034300,4.5,4.2,4.9,5281
27,27045,27045960500,3.9,3.6,4.1,3266
27,27137,27137000300,3.2,2.9,3.5,7521
36,36047,36047006800,2.9,2.8,3.1,4870
32,32003,32003001003,3.0,2.8,3.2,4025
35,35025,35025000600,3.4,3.1,3.6,6487
31,31153,31153010631,1.9,1.8,2.0,4421
30,30029,30029000700,3.0,2.8,3.2,5790
34,34037,34037372200,2.5,2.4,2.7,2107
36,36047,36047007400,3.3,3.1,3.5,5451
27,27105,27105105600,3.9,3.6,4.3,4841
36,36047,36047019300,3.1,2.9,3.2,5628
28,28151,28151001700,3.9,3.7,4.2,2646
31,31159,31159960400,2.8,2.7,3.0,4988
34,34023,34023006002,1.5,1.4,1.6,5496
27,27123,27123040601,2.9,2.6,3.2,5016
29,29165,29165030401,2.1,1.9,2.2,5228
36,36007,36007011901,2.8,2.6,3.0,2946
35,35028,35028000400,2.8,2.6,3.1,3317
32,32003,32003002940,2.4,2.3,2.5,3467
36,36001,36001013200,3.7,3.4,4.0,3397
27,27053,27053106600,1.8,1.7,1.9,2332
34,34005,34005702101,0.9,0.9,1.0,2887
36,36005,36005039901,3.7,3.5,3.9,5228
34,34013,34013021300,2.8,2.5,3.1,5642
27,27171,27171101300,2.7,2.5,3.0,4964
29,29095,29095011100,3.4,3.2,3.7,3233
31,31001,31001965700,3.0,2.8,3.3,1288
36,36047,36047036001,5.0,4.5,5.6,3217
30,30013,30013010100,3.0,2.8,3.2,3746
34,34005,34005702910,2.4,2.2,2.6,5585
27,27065,27065480100,3.1,2.9,3.2,3578
32,32003,32003003409,2.8,2.6,2.9,5109
35,35007,35007950500,3.9,3.7,4.1,4315
34,34023,34023006800,2.4,2.2,2.6,4725
36,36027,36027170000,2.5,2.4,2.7,3823
36,36001,36001014001,2.9,2.7,3.2,4003
34,34013,34013000400,3.1,3.0,3.3,2333
34,34011,34011020400,4.0,3.8,4.3,2830
29,29207,29207470400,3.4,3.2,3.6,3102
34,34019,34019011304,2.0,1.9,2.2,3652
27,27145,27145011000,3.5,3.2,3.9,3901
29,29229,29229490300,3.6,3.4,3.7,5431
36,36027,36027110004,3.6,3.3,3.9,2053
30,30005,30005000100,3.4,3.2,3.6,1353
34,34025,34025800800,2.2,2.1,2.4,6460
29,29510,29510106300,4.4,4.1,4.7,1966
29,29213,29213480202,3.3,3.1,3.5,6932
33,33013,33013032600,1.9,1.7,2.0,4129
33,33015,33015106102,2.1,1.9,2.3,6328
27,27131,27131070901,3.2,3.0,3.5,5541
28,28059,28059040201,2.6,2.4,2.8,8613
32,32003,32003003633,2.5,2.4,2.6,3707
27,27037,27037061105,2.6,2.4,2.8,2372
27,27053,27053026605,2.3,2.1,2.4,3514
28,28093,28093950300,3.3,3.2,3.5,7138
36,36047,36047033300,3.0,2.9,3.2,4085
33,33005,33005970400,2.7,2.6,2.8,5425
27,27057,27057070300,3.3,3.2,3.5,1937
27,27053,27053023902,2.4,2.2,2.6,1975
32,32003,32003004712,3.2,3.1,3.4,5911
34,34025,34025808900,2.9,2.7,3.2,4713
29,29101,29101980000,0.8,0.8,0.9,1410
36,36029,36029001700,4.6,4.3,4.9,1777
28,28081,28081950102,3.6,3.4,3.8,3696
32,32003,32003005014,2.8,2.7,3.0,5255
29,29189,29189211202,3.0,2.7,3.3,3421
28,28127,28127950300,3.2,3.1,3.3,6181
35,35005,35005000900,3.3,3.1,3.5,2775
32,32003,32003005200,4.3,4.0,4.6,3908
31,31175,31175971400,3.5,3.2,3.8,2365
32,32003,32003002201,5.2,4.9,5.5,3950
27,27137,27137002000,2.1,1.9,2.3,1225
34,34019,34019010802,2.3,2.1,2.5,1358
36,36029,36029016200,3.7,3.4,4.0,2352
33,33001,33001965600,2.5,2.4,2.7,3777
34,34017,34017007600,0.8,0.7,0.8,5690
28,28049,28049001200,4.9,4.5,5.4,1823
36,36007,36007013400,3.5,3.1,3.8,4337
28,28013,28013950300,4.1,3.9,4.3,3126
31,31109,31109002701,2.3,2.1,2.5,3168
29,29510,29510119102,2.2,2.1,2.3,2994
34,34035,34035054100,2.2,2.1,2.4,7742
31,31173,31173940200,3.6,3.5,3.8,2540
34,34001,34001002300,2.9,2.8,3.1,2861
35,35001,35001940700,4.0,3.8,4.3,2489
36,36047,36047004300,1.5,1.4,1.6,3008
35,35061,35061971300,3.5,3.3,3.7,2077
30,30053,30053000400,3.8,3.6,4.0,6221
29,29189,29189217000,2.2,2.0,2.3,3942
27,27157,27157490600,3.0,2.7,3.2,3448
32,32023,32023960402,4.6,4.4,4.9,5192
36,36047,36047024000,4.1,3.7,4.7,4693
27,27163,27163071207,1.8,1.7,2.0,7218
32,32003,32003004914,2.7,2.6,2.9,2635
36,36047,36047015700,1.7,1.6,1.8,4135
36,36047,36047038200,4.4,4.1,4.6,5943
35,35017,35017964500,4.1,3.9,4.3,3074
29,29051,29051010500,2.7,2.5,2.9,4824
30,30063,30063000700,1.9,1.7,2.0,2614
34,34003,34003054100,2.9,2.8,3.2,7946
34,34003,34003010100,2.3,2.2,2.5,6224
29,29510,29510119300,2.1,2.0,2.3,5454
35,35049,35049001203,3.1,2.9,3.3,2865
27,27061,27061480600,2.8,2.7,2.9,2864
34,34023,34023007911,1.9,1.7,2.0,3588
34,34029,34029722701,2.2,2.0,2.3,4685
36,36005,36005036400,3.1,2.8,3.4,2557
36,36027,36027070101,3.0,2.8,3.2,4373
28,28049,28049010700,2.6,2.4,2.7,7227
34,34003,34003022200,2.2,2.0,2.3,7594
33,33015,33015055002,2.5,2.3,2.7,4194
35,35001,35001000208,3.4,3.2,3.6,2736
36,36005,36005006300,3.4,3.2,3.6,5280
34,34017,34017006400,1.4,1.3,1.4,3101
27,27041,27041450500,2.7,2.6,2.9,4606
29,29043,29043020303,2.4,2.2,2.5,5074
29,29037,29037060800,2.9,2.7,3.2,5946
27,27053,27053021504,2.5,2.3,2.7,3546
34,34027,34027045300,2.4,2.3,2.5,4541
32,32003,32003003800,4.5,4.3,4.7,4574
28,28121,28121020402,2.8,2.7,2.9,6003
31,31155,31155968100,2.7,2.6,2.8,3210
34,34013,34013021802,3.0,2.7,3.4,3505
29,29207,29207470300,3.7,3.5,4.0,4248
34,34029,34029739000,3.2,2.9,3.5,2361
32,32031,32031002500,2.2,2.1,2.4,5009
29,29095,29095014004,2.8,2.6,3.0,2871
36,36017,36017970802,3.0,2.9,3.2,3721
36,36047,36047005400,2.6,2.4,2.8,3139
30,30005,30005940200,4.0,3.7,4.2,1330
36,36005,36005018101,3.4,3.2,3.6,3300
27,27053,27053026710,1.9,1.7,2.0,7749
34,34001,34001011803,2.8,2.6,3.0,4688
34,34017,34017018400,1.4,1.4,1.5,4948
